Team_Size,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Team_Experience_Level,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Vendor_Reliability_Score,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Schedule_Pressure,Resource_Availability,Integration_Complexity,Project_Budget_USD
10,6,2.27,5,Mixed,0,0.7,Monitoring,0.68,0.47,Critical,Familiar,0.0,0.6,8.02,539237.53
9,12,5.06,8,Expert,1,0.8,Planning,0.8,0.69,High,Familiar,0.05,0.69,3.48,571795.85
14,12,3.77,10,Mixed,0,0.87,Monitoring,0.85,3.57,High,Familiar,0.0,0.89,8.71,1078493.92
17,13,3.92,13,Mixed,3,0.56,Monitoring,0.92,0.91,Low,Familiar,0.0,0.96,8.87,975850.2
13,19,10.0,9,Senior,4,1.8,Planning,0.95,8.63,Critical,Expert,0.24,0.6,1.64,984174.12
25,25,8.33,17,Junior,3,0.59,Initiation,0.98,2.75,Critical,New,0.0,0.97,1.47,2207993.85
20,18,5.28,11,Senior,3,2.01,Monitoring,0.64,2.31,Critical,Familiar,0.0,0.93,3.4,1323419.89
16,21,8.53,15,Senior,3,3.31,Planning,0.56,3.04,Critical,New,0.02,0.54,1.95,1319462.2
18,25,10.0,9,Senior,5,0.96,Execution,0.63,5.21,Low,Expert,0.0,0.89,6.6,1272008.87
33,27,6.96,16,Mixed,3,1.47,Execution,0.77,3.18,Critical,Familiar,0.0,0.67,7.38,1929946.72
18,21,9.22,17,Mixed,3,4.3,Initiation,0.72,0.55,Low,Familiar,0.09,0.82,4.22,1699610.89
16,16,6.7,8,Mixed,4,3.09,Planning,0.79,1.99,Critical,Expert,0.04,0.83,3.23,837446.41
16,17,5.45,7,Senior,1,0.73,Execution,0.28,2.28,High,Familiar,0.0,0.93,2.17,856648.66
18,24,10.0,17,Senior,4,0.26,Planning,0.93,3.61,Medium,Familiar,0.04,0.49,7.39,1916656.82
13,20,8.42,12,Mixed,4,1.37,Closure,0.73,2.93,Critical,Familiar,0.05,0.88,9.73,1476807.4
14,17,5.35,9,Senior,3,1.01,Planning,0.37,1.52,High,Familiar,0.0,0.52,7.84,860373.88
10,13,4.7,7,Junior,2,1.06,Monitoring,0.71,3.12,Critical,Familiar,0.0,0.74,9.34,806589.85
28,27,10.0,18,Junior,7,2.26,Closure,0.71,3.9,High,Expert,0.0,0.82,9.0,2461722.81
18,21,9.0,12,Senior,6,1.93,Initiation,0.89,2.39,Low,Familiar,0.07,0.69,4.68,1727560.09
43,36,10.0,19,Senior,7,2.81,Execution,0.46,4.0,Critical,New,0.0,0.48,8.11,2502301.34
27,27,6.87,15,Expert,5,2.42,Closure,0.8,6.64,Critical,Familiar,0.0,0.64,4.11,1520611.53
11,19,7.23,9,Junior,3,1.27,Execution,0.83,5.46,Low,Familiar,0.0,0.8,2.94,570294.27
3,8,3.41,4,Expert,1,1.53,Planning,0.77,3.78,High,Expert,0.06,0.66,4.24,508951.88
11,15,4.71,5,Senior,3,4.59,Monitoring,0.75,1.52,High,Expert,0.0,0.47,2.17,708099.51
15,14,4.74,12,Senior,2,1.05,Monitoring,0.78,3.26,Low,Familiar,0.0,0.47,2.25,1228295.1
8,10,4.63,9,Mixed,2,2.35,Closure,0.73,2.32,High,Familiar,0.14,0.42,5.16,931903.23
24,17,3.61,15,Mixed,1,1.17,Monitoring,0.96,8.35,Medium,New,0.0,0.61,7.66,1784202.62
7,12,4.98,4,Senior,3,1.9,Execution,0.77,6.0,High,Expert,0.04,0.6,8.03,430706.73
7,14,6.94,6,Senior,2,0.19,Execution,0.81,2.87,Critical,Expert,0.19,0.76,7.01,753778.76
9,10,3.11,5,Mixed,0,0.28,Closure,0.73,5.89,Medium,Familiar,0.0,0.67,7.18,373773.11
16,13,4.17,13,Junior,4,0.47,Initiation,0.81,3.96,Medium,Familiar,0.0,0.84,9.91,944177.04
13,20,8.99,8,Mixed,3,1.01,Monitoring,0.64,6.16,Critical,New,0.11,0.63,8.53,1096745.37
7,7,3.07,5,Mixed,3,2.11,Initiation,0.47,4.23,Medium,Familiar,0.09,0.87,5.12,645394.11
9,17,8.48,12,Mixed,5,0.77,Closure,0.73,6.0,Critical,New,0.2,0.93,3.31,830568.45
6,3,1.93,8,Mixed,0,1.03,Execution,0.61,7.98,Medium,Expert,0.38,0.86,5.49,175456.84
6,10,3.09,12,Senior,0,1.09,Planning,0.59,4.77,High,Familiar,0.0,0.74,3.09,877609.5
50,36,8.67,29,Junior,4,0.96,Execution,0.34,2.28,High,Expert,0.0,0.52,8.97,3421234.39
34,28,6.0,17,Senior,2,0.81,Monitoring,0.62,2.71,Critical,Familiar,0.0,0.41,1.3,2142940.83
31,26,7.34,13,Mixed,3,3.14,Planning,0.88,4.8,Low,Familiar,0.0,0.43,6.88,1636754.41
24,24,7.45,16,Expert,2,2.12,Initiation,0.75,3.64,Critical,Expert,0.0,0.35,1.11,1351169.81
26,26,10.0,15,Junior,4,0.9,Monitoring,0.87,2.63,Medium,New,0.0,0.9,3.69,2188142.05
10,14,7.15,9,Senior,2,1.73,Monitoring,0.6,1.81,High,Expert,0.22,0.37,8.36,879779.9
10,10,3.22,10,Mixed,0,0.9,Initiation,0.34,3.26,High,New,0.0,0.5,9.1,912675.54
11,15,6.28,9,Mixed,5,0.84,Initiation,0.86,4.01,Medium,Familiar,0.04,0.56,4.43,620776.24
6,13,6.06,7,Mixed,5,1.96,Monitoring,0.63,2.09,High,New,0.14,0.98,7.22,732576.36
11,15,5.98,7,Senior,2,0.81,Planning,0.94,8.97,Medium,Expert,0.0,0.4,3.72,717290.64
28,31,10.0,22,Mixed,5,1.47,Closure,0.78,1.97,Critical,Familiar,0.0,0.38,3.51,2891094.37
16,19,8.67,11,Mixed,5,1.65,Planning,0.93,2.02,Medium,Familiar,0.12,0.89,5.87,1409337.39
34,29,7.17,15,Junior,2,0.58,Initiation,0.67,1.98,Critical,Familiar,0.0,0.63,5.49,2147524.0
19,19,8.12,15,Senior,3,2.15,Initiation,0.78,4.85,Critical,New,0.06,0.65,1.36,1720772.53
19,21,9.27,11,Junior,6,0.87,Planning,0.49,2.59,Low,Familiar,0.09,0.94,1.09,1260063.5
8,8,2.49,9,Senior,3,1.12,Monitoring,0.86,0.81,Low,New,0.0,0.71,5.79,411443.47
4,10,3.31,9,Mixed,1,1.69,Closure,0.79,2.44,Low,Familiar,0.0,0.63,5.6,589937.46
25,18,3.72,16,Mixed,2,3.7,Monitoring,0.94,0.42,Critical,Expert,0.0,0.49,5.88,1645301.67
11,17,6.68,6,Junior,4,1.25,Execution,0.89,3.5,Low,Familiar,0.0,0.79,7.25,767366.35
25,27,10.0,19,Senior,5,1.93,Execution,0.77,2.77,Low,New,0.0,0.48,7.74,2318139.56
19,19,8.93,10,Expert,3,1.41,Initiation,0.86,2.11,Critical,Familiar,0.15,0.43,3.91,1317969.66
11,19,7.48,7,Senior,2,2.74,Monitoring,0.44,2.06,Medium,Expert,0.0,0.57,6.81,802861.44
14,20,7.33,11,Mixed,4,0.84,Execution,0.53,2.43,Critical,New,0.0,0.42,6.21,1522355.41
20,22,9.49,16,Mixed,5,0.43,Initiation,0.41,2.37,Low,Familiar,0.07,0.4,9.49,1503604.01
22,23,8.14,12,Junior,3,1.14,Initiation,0.51,5.2,Low,Expert,0.0,0.35,5.67,1669880.96
13,21,7.75,10,Senior,2,0.39,Closure,0.77,1.19,Medium,Expert,0.0,0.99,7.43,1426498.69
6,12,5.09,8,Mixed,4,3.41,Monitoring,0.64,3.12,High,Familiar,0.06,0.36,9.69,726184.86
18,25,10.0,14,Senior,7,0.76,Planning,0.82,2.45,Low,New,0.0,0.74,3.11,1561008.27
2,7,1.79,9,Junior,1,1.25,Planning,0.94,2.48,Low,Expert,0.0,0.39,4.9,505373.16
15,19,6.23,14,Senior,2,0.53,Monitoring,0.57,7.99,Medium,Familiar,0.0,0.78,8.4,1279987.38
14,20,7.93,12,Mixed,3,0.85,Initiation,0.62,1.33,High,New,0.0,0.87,4.39,1264379.96
12,13,4.89,10,Senior,2,0.85,Planning,0.98,9.27,Low,Expert,0.0,0.67,8.47,849326.81
26,21,4.87,13,Mixed,1,0.63,Initiation,0.77,1.24,Critical,Expert,0.0,0.35,7.02,1476076.82
10,16,5.56,6,Mixed,2,2.72,Initiation,0.83,4.05,Low,New,0.0,0.58,7.63,688405.38
11,14,4.96,5,Expert,3,2.02,Monitoring,0.44,4.65,High,Expert,0.0,0.51,3.74,552352.54
40,28,6.68,21,Senior,4,0.46,Execution,0.44,2.08,Critical,Expert,0.0,0.74,2.98,2478966.68
19,24,9.99,12,Senior,3,1.77,Initiation,0.85,4.23,Critical,New,0.04,0.45,9.15,1688668.65
9,13,7.12,8,Senior,5,1.82,Monitoring,0.9,2.95,Critical,Familiar,0.27,0.84,5.28,696893.46
21,21,8.69,15,Senior,3,0.87,Execution,0.69,3.23,High,Familiar,0.03,0.38,9.11,1702360.0
38,29,6.09,22,Senior,3,1.32,Planning,0.48,2.72,High,New,0.0,0.44,6.36,2396532.87
6,6,4.16,5,Expert,1,0.86,Initiation,0.8,2.91,Critical,Expert,0.42,0.69,7.61,309172.83
8,11,4.95,12,Mixed,2,0.28,Monitoring,0.81,2.39,Medium,Familiar,0.11,0.36,8.16,1079898.76
6,12,5.11,6,Senior,3,2.79,Initiation,0.74,2.35,Critical,Familiar,0.06,0.65,4.95,768300.15
9,10,3.83,9,Mixed,1,0.87,Closure,0.81,4.6,Medium,New,0.0,0.39,9.12,564006.45
14,16,6.18,9,Senior,3,1.64,Initiation,0.57,2.69,Low,Familiar,0.0,0.76,2.0,1076018.33
19,19,6.01,13,Senior,5,1.04,Planning,0.7,3.2,Critical,Familiar,0.0,0.4,4.79,1055688.81
20,23,9.78,15,Junior,5,2.09,Initiation,0.93,4.55,High,Familiar,0.06,0.66,9.65,1339192.65
14,15,5.87,9,Senior,4,4.5,Execution,0.7,7.89,Medium,Familiar,0.0,0.35,8.56,866993.39
15,15,4.18,13,Junior,1,0.8,Planning,0.74,2.3,Critical,Familiar,0.0,0.99,4.44,922666.99
19,26,10.0,16,Mixed,4,1.44,Closure,0.72,5.91,Medium,New,0.0,0.59,1.41,1586162.38
19,21,7.89,16,Junior,4,4.19,Monitoring,0.66,3.64,Medium,Familiar,0.0,0.58,9.92,1521494.9
34,28,6.55,17,Senior,2,1.5,Initiation,0.87,1.52,Low,Familiar,0.0,0.89,5.19,1958794.29
28,27,9.06,25,Senior,3,3.3,Closure,0.81,1.59,Critical,Familiar,0.0,0.96,6.35,2720615.63
7,12,5.66,8,Mixed,2,0.79,Planning,0.68,2.08,Critical,Familiar,0.15,0.92,2.09,817672.97
11,10,3.39,10,Mixed,3,0.08,Initiation,0.57,1.19,Critical,New,0.0,0.3,9.43,798747.92
3,8,2.84,6,Junior,1,0.57,Execution,0.78,8.54,Medium,Expert,0.0,0.73,8.71,373990.65
7,7,3.78,6,Senior,1,0.94,Planning,0.37,4.78,Critical,Expert,0.26,0.89,7.77,725168.81
13,20,8.32,10,Senior,4,1.18,Planning,0.55,1.41,Critical,Familiar,0.04,0.92,5.49,1188953.31
20,23,7.98,6,Mixed,2,0.45,Execution,0.85,2.74,Low,New,0.0,0.88,8.34,744261.56
14,16,6.47,11,Senior,4,3.18,Planning,0.89,4.15,Medium,Expert,0.01,0.63,1.53,791650.95
16,22,8.82,13,Expert,3,3.03,Initiation,0.94,10.62,Low,Familiar,0.0,0.67,9.51,1581514.06
12,13,4.27,8,Mixed,3,2.07,Execution,0.91,2.98,Medium,Familiar,0.0,0.47,8.46,370985.24
10,15,6.01,8,Mixed,5,0.06,Initiation,0.97,1.98,Low,Familiar,0.0,0.39,8.53,987839.38
18,21,8.11,11,Senior,6,1.25,Closure,0.73,2.34,Critical,Familiar,0.0,0.42,1.02,1636426.01
37,25,5.65,21,Senior,3,0.98,Execution,0.86,2.37,Critical,Familiar,0.0,0.49,5.75,2254510.71
8,7,3.36,6,Junior,0,0.48,Planning,0.55,4.03,Medium,Familiar,0.17,0.41,5.59,509410.97
9,10,3.98,11,Junior,1,1.36,Planning,0.6,1.93,Low,New,0.0,0.7,5.55,973075.86
9,14,5.73,9,Senior,2,1.03,Closure,0.86,3.35,High,Familiar,0.02,0.52,4.69,1062833.71
27,24,7.25,10,Senior,4,2.64,Planning,0.56,3.59,High,Familiar,0.0,0.83,9.07,1407001.81
24,23,7.2,11,Expert,3,3.13,Execution,0.67,2.49,High,Expert,0.0,0.85,8.86,1281692.28
12,16,6.27,13,Expert,2,4.04,Closure,0.77,1.66,High,Expert,0.0,0.97,7.42,1187899.9
13,15,3.92,12,Senior,2,2.08,Planning,0.84,2.16,High,Expert,0.0,0.35,2.03,852125.5
16,20,6.28,9,Senior,2,0.29,Planning,0.72,2.8,Critical,Expert,0.0,0.38,3.43,1171097.33
8,10,3.0,8,Mixed,3,0.41,Execution,0.65,4.58,High,Expert,0.0,0.86,4.73,929225.43
16,15,5.06,10,Expert,3,2.63,Monitoring,0.38,2.13,Medium,Expert,0.0,0.46,1.87,874879.16
16,15,3.48,10,Junior,2,1.17,Execution,0.76,2.63,Critical,Familiar,0.0,0.74,8.8,1034768.39
9,16,8.85,8,Senior,6,1.84,Initiation,0.81,0.99,Low,Expert,0.28,0.31,3.77,675274.14
11,13,5.92,9,Senior,2,0.48,Execution,0.63,3.52,Low,Familiar,0.12,0.71,5.39,805560.2
8,15,6.21,11,Expert,5,1.27,Execution,0.81,11.03,Low,Familiar,0.03,0.64,5.81,664649.3
16,16,5.92,4,Mixed,4,3.48,Execution,0.78,2.91,Low,New,0.0,0.52,8.62,430114.61
20,22,7.93,12,Mixed,3,1.49,Execution,0.49,4.0,Critical,New,0.0,0.74,6.88,1705250.15
20,18,5.1,14,Mixed,1,2.43,Planning,0.97,3.51,Medium,Expert,0.0,0.6,5.42,1529883.97
16,19,7.09,10,Mixed,5,0.41,Monitoring,0.89,3.31,Critical,New,0.0,0.47,6.73,1205131.74
14,15,4.64,9,Senior,2,1.18,Monitoring,0.91,4.58,High,Expert,0.0,0.45,4.9,793576.69
9,15,7.29,5,Expert,5,2.77,Closure,0.78,2.3,Medium,Familiar,0.18,0.71,3.29,559069.31
21,18,4.29,16,Junior,3,1.64,Execution,0.91,0.99,Low,New,0.0,0.44,7.85,1385877.07
23,27,10.0,13,Senior,5,0.79,Execution,0.65,2.24,Medium,New,0.0,0.67,9.4,1904364.22
11,16,5.4,9,Mixed,1,1.85,Initiation,0.72,1.84,High,Familiar,0.0,0.93,8.63,1052432.96
14,17,5.44,8,Junior,3,3.28,Monitoring,0.47,8.36,Critical,Expert,0.0,0.98,8.87,858996.46
49,36,8.18,23,Senior,6,1.82,Initiation,0.88,7.38,High,Familiar,0.0,0.3,9.06,2836146.17
18,22,8.83,18,Senior,5,2.06,Initiation,0.95,3.29,Medium,New,0.0,0.51,7.69,1702549.81
16,26,10.0,12,Senior,7,1.79,Planning,0.6,3.33,Critical,New,0.0,0.56,5.35,1414089.06
17,14,3.99,9,Senior,1,1.04,Planning,0.8,5.19,Medium,Familiar,0.0,0.36,2.05,678678.24
12,16,6.44,11,Junior,3,1.72,Planning,0.63,4.74,High,New,0.01,0.63,8.36,779312.27
7,5,2.73,5,Mixed,1,1.35,Planning,0.66,3.04,High,Familiar,0.27,0.75,1.01,607887.19
27,27,8.87,19,Mixed,4,1.54,Closure,0.48,4.39,Critical,Expert,0.0,0.32,1.95,2325011.23
6,17,6.55,5,Senior,2,4.7,Closure,0.7,2.05,Critical,Familiar,0.0,0.82,4.31,632094.62
25,24,6.82,13,Junior,2,2.27,Planning,0.57,7.09,Low,New,0.0,0.57,3.49,1357869.1
16,13,4.94,10,Mixed,2,1.2,Planning,0.8,8.6,High,New,0.0,0.51,3.76,773095.4
43,35,7.85,23,Mixed,4,0.75,Execution,0.84,1.14,Low,Familiar,0.0,0.32,9.86,2592789.03
8,8,4.07,8,Mixed,3,1.8,Closure,0.98,1.84,High,New,0.21,0.85,5.89,543789.71
5,13,4.97,10,Senior,4,3.77,Initiation,0.81,2.8,High,Familiar,0.0,0.55,9.16,622657.04
15,20,9.5,14,Senior,4,0.36,Closure,0.79,3.96,High,New,0.16,0.62,7.78,1129984.07
9,9,3.29,7,Senior,2,2.2,Planning,0.66,1.64,High,New,0.0,0.93,8.34,436609.29
14,14,3.73,9,Mixed,3,0.16,Closure,0.61,0.34,High,Expert,0.0,0.53,4.71,677251.91
3,9,4.02,6,Mixed,2,0.43,Planning,0.18,2.89,Low,Familiar,0.1,0.67,1.52,393066.23
6,9,4.42,5,Senior,1,0.21,Monitoring,0.6,0.8,High,Expert,0.19,0.44,7.34,324642.56
24,22,5.19,20,Senior,2,6.07,Planning,0.64,5.44,Medium,Familiar,0.0,0.58,8.39,2005554.07
13,18,6.33,9,Mixed,5,5.73,Execution,0.84,1.41,Critical,New,0.0,0.42,2.01,1093222.04
7,8,3.16,12,Mixed,1,0.8,Monitoring,0.95,2.1,High,Familiar,0.0,0.32,2.42,841078.0
10,13,4.86,8,Junior,1,0.41,Monitoring,0.77,3.44,High,Familiar,0.0,0.92,9.28,792778.44
26,28,10.0,17,Senior,6,2.75,Closure,0.64,3.39,Medium,Familiar,0.0,0.32,3.93,2365923.59
13,19,8.26,14,Mixed,3,0.77,Closure,0.83,7.22,Medium,Familiar,0.08,0.56,7.62,1093202.86
4,7,2.87,4,Mixed,3,0.71,Monitoring,0.53,0.21,Low,Familiar,0.02,0.95,1.35,384495.29
7,14,6.08,6,Senior,5,0.67,Initiation,0.74,1.63,High,New,0.08,0.8,8.17,568988.58
15,17,6.58,9,Junior,4,1.76,Closure,0.86,5.51,High,Expert,0.0,0.4,6.5,1028163.45
14,16,5.83,8,Senior,2,0.56,Execution,0.89,1.83,Critical,Expert,0.0,0.31,3.81,1148103.44
17,17,5.56,13,Senior,4,1.49,Closure,0.37,3.17,Medium,Familiar,0.0,0.34,7.12,920480.4
4,6,2.59,5,Mixed,2,0.77,Execution,0.68,2.81,High,Familiar,0.07,0.37,9.88,657019.58
12,17,6.72,14,Junior,4,2.0,Initiation,0.85,1.91,Medium,Familiar,0.0,0.67,7.96,1150822.95
38,29,6.51,20,Senior,3,3.13,Planning,0.85,3.44,High,New,0.0,0.98,4.57,2144266.14
18,18,5.68,16,Expert,1,2.16,Initiation,0.62,4.28,Medium,Familiar,0.0,0.56,6.84,1549471.98
17,23,10.0,9,Expert,5,0.8,Execution,0.65,1.24,Low,New,0.08,0.35,8.92,1167410.39
23,18,5.25,10,Mixed,4,2.83,Initiation,0.61,4.69,Medium,New,0.0,0.66,4.0,1201091.05
38,32,9.27,18,Mixed,3,1.96,Closure,0.7,1.74,Critical,Familiar,0.0,0.33,2.72,2234058.7
6,14,5.79,6,Mixed,4,0.33,Closure,0.78,1.78,Critical,New,0.03,0.37,7.7,701480.24
13,17,7.94,11,Mixed,2,1.61,Closure,0.84,2.94,Medium,Familiar,0.14,0.6,7.84,667401.68
4,5,2.68,5,Mixed,1,1.52,Execution,0.37,2.58,High,New,0.25,0.63,2.31,614844.16
2,9,4.21,6,Junior,2,0.64,Monitoring,0.9,3.57,High,Familiar,0.14,0.59,6.09,343060.43
15,23,10.0,15,Expert,4,2.65,Execution,0.5,2.64,Medium,New,0.08,0.4,7.2,1451897.71
18,21,9.85,14,Junior,5,1.9,Monitoring,0.55,2.47,Critical,Expert,0.15,0.61,4.4,1454560.9
18,16,4.06,14,Senior,2,2.57,Planning,0.6,3.97,High,Expert,0.0,0.31,4.68,1300718.97
5,7,3.52,4,Mixed,3,3.57,Execution,0.74,8.07,High,New,0.2,0.33,3.09,400347.45
15,14,5.98,10,Junior,2,0.33,Initiation,0.72,0.62,Medium,Expert,0.06,0.86,5.54,1331200.32
5,4,2.65,4,Mixed,0,0.76,Monitoring,0.8,4.87,Low,New,0.4,0.9,7.87,456333.55
4,11,4.84,4,Mixed,1,1.98,Closure,0.55,3.18,Medium,Familiar,0.09,0.71,2.51,380886.34
35,25,5.84,17,Senior,4,0.67,Planning,0.48,6.41,Critical,New,0.0,0.73,1.9,2360835.01
32,23,5.43,16,Junior,1,0.3,Execution,0.72,4.55,Medium,Expert,0.0,0.68,1.51,1853481.67
15,18,8.26,12,Mixed,5,4.94,Planning,0.32,3.72,Medium,New,0.13,0.81,7.14,1262816.96
6,11,4.17,5,Senior,2,1.06,Planning,0.83,1.23,High,Expert,0.0,0.66,5.31,639921.53
9,9,5.21,8,Senior,4,3.42,Initiation,0.73,1.85,Low,Expert,0.31,0.86,1.4,615158.64
18,28,10.0,15,Junior,6,0.66,Closure,0.22,1.53,Medium,Familiar,0.0,0.99,8.67,1399966.67
19,24,10.0,13,Mixed,7,1.77,Planning,0.93,4.0,High,New,0.04,0.85,2.07,1205128.21
11,14,5.15,9,Mixed,1,0.5,Monitoring,0.77,2.02,High,Familiar,0.0,0.97,8.66,439565.62
4,7,4.18,4,Mixed,2,0.11,Planning,0.87,5.32,High,Familiar,0.33,0.39,9.12,514192.37
25,26,9.53,16,Junior,4,1.0,Initiation,0.91,11.02,Critical,New,0.0,0.77,7.57,1972498.59
5,10,4.2,9,Mixed,4,1.69,Execution,0.75,8.72,Low,New,0.05,0.63,4.45,569502.34
3,8,2.45,8,Mixed,1,1.74,Execution,0.74,2.92,Medium,New,0.0,0.48,7.24,367526.8
4,13,4.5,6,Mixed,4,1.59,Initiation,0.48,0.63,Low,Familiar,0.0,0.56,5.94,559426.4
10,16,6.41,5,Senior,3,0.39,Initiation,0.71,2.2,Medium,Expert,0.0,0.93,4.15,709823.99
3,10,3.84,5,Expert,2,2.45,Monitoring,0.74,6.48,Critical,Familiar,0.0,0.75,2.54,393987.19
6,11,4.86,8,Senior,2,2.86,Planning,0.75,1.25,Low,Familiar,0.09,0.69,4.44,822575.82
8,13,5.19,8,Junior,4,0.88,Closure,0.75,10.39,High,New,0.0,0.47,2.52,671533.66
10,10,5.07,7,Expert,3,2.82,Execution,0.71,4.45,Critical,Expert,0.21,0.96,8.45,912346.08
42,31,6.51,23,Mixed,3,2.9,Closure,0.84,4.1,Critical,New,0.0,0.46,2.76,2444029.74
10,11,5.61,9,Junior,1,1.34,Initiation,0.62,6.67,Medium,Familiar,0.22,0.96,3.49,940316.82
27,21,4.74,9,Mixed,2,0.37,Execution,0.5,3.24,Low,Familiar,0.0,0.95,3.82,1348674.3
23,24,10.0,15,Mixed,6,1.56,Execution,0.68,1.45,High,New,0.04,0.81,5.08,1817928.58
13,16,6.33,8,Senior,3,2.95,Closure,0.73,7.51,Low,New,0.0,0.46,1.07,1136862.43
14,20,8.21,14,Senior,3,1.68,Planning,0.81,2.48,Medium,Expert,0.03,0.49,1.0,1151368.01
18,18,5.09,13,Mixed,2,0.72,Execution,0.4,1.56,Critical,New,0.0,0.75,4.05,1185698.29
13,16,6.09,7,Mixed,2,0.82,Monitoring,0.86,3.28,Medium,New,0.0,0.67,6.28,889839.07
17,18,6.94,10,Senior,3,0.56,Monitoring,0.66,4.04,High,Expert,0.0,0.37,3.15,921403.61
16,21,10.0,10,Junior,4,0.61,Initiation,0.87,2.73,High,New,0.16,0.77,2.97,1032049.78
9,19,6.95,7,Senior,3,1.36,Initiation,0.92,1.83,Medium,Familiar,0.0,0.88,5.15,784332.74
13,16,7.59,12,Mixed,4,0.73,Initiation,0.6,2.14,Low,New,0.16,0.47,4.87,1258476.26
8,7,4.45,5,Senior,3,0.25,Planning,0.87,3.85,Critical,Familiar,0.37,0.7,2.24,561416.95
7,11,4.17,7,Mixed,1,2.45,Closure,0.83,0.7,Medium,Familiar,0.0,0.34,4.34,486285.27
6,8,3.02,8,Senior,0,1.89,Planning,0.57,8.46,Medium,Expert,0.0,0.94,6.82,508221.17
16,14,3.92,12,Junior,1,3.03,Initiation,0.73,1.94,Critical,Familiar,0.0,0.39,6.15,892555.23
24,20,5.79,11,Senior,1,1.79,Initiation,0.66,9.15,Medium,Familiar,0.0,0.75,7.41,1647877.16
2,5,2.51,4,Senior,1,0.5,Planning,0.69,4.93,Medium,Familiar,0.2,0.77,6.19,524592.57
13,17,5.83,13,Senior,3,0.22,Planning,0.62,1.88,Critical,Familiar,0.0,0.33,6.58,916465.64
17,21,8.79,18,Mixed,4,3.76,Monitoring,0.61,0.94,Critical,Familiar,0.04,0.77,8.72,1786992.35
24,29,10.0,17,Mixed,4,0.44,Monitoring,0.44,1.28,Low,Expert,0.0,0.62,4.77,2035979.48
11,22,8.17,8,Senior,3,2.92,Initiation,0.67,0.95,Medium,Familiar,0.0,0.49,1.28,843580.28
9,16,6.64,10,Mixed,2,3.82,Execution,0.4,0.78,Medium,Expert,0.04,0.52,8.5,688543.88
15,20,7.07,10,Senior,4,2.0,Execution,0.93,2.15,Medium,Familiar,0.0,0.44,3.45,1350724.71
11,23,10.0,7,Mixed,6,0.69,Execution,0.6,1.58,Critical,Expert,0.08,1.0,7.45,936047.39
10,14,4.9,5,Senior,4,2.17,Closure,0.87,1.49,Critical,New,0.0,0.92,8.0,545103.53
26,22,6.37,11,Mixed,3,1.4,Monitoring,0.84,2.52,Critical,Familiar,0.0,0.84,2.68,1278929.5
24,27,8.7,19,Senior,6,0.43,Monitoring,0.66,3.91,Medium,Expert,0.0,0.9,4.98,2238992.41
14,23,10.0,9,Mixed,4,1.21,Closure,0.84,4.68,Medium,Familiar,0.08,0.77,1.74,1018062.96
23,28,10.0,19,Senior,4,0.24,Execution,0.75,2.18,Critical,Familiar,0.0,0.32,9.74,2011712.98
13,15,6.32,14,Junior,2,0.36,Monitoring,0.3,2.84,Medium,Expert,0.05,0.86,7.37,1316985.01
9,10,4.01,8,Junior,4,1.75,Initiation,0.74,6.38,Low,New,0.0,0.8,8.4,985669.79
9,19,7.94,9,Mixed,2,2.39,Planning,0.55,4.61,Critical,Familiar,0.04,0.76,5.15,777673.67
6,16,6.21,11,Senior,3,2.22,Monitoring,0.95,0.95,Low,New,0.0,0.92,2.31,707991.38
6,5,1.68,3,Senior,2,0.6,Initiation,0.85,8.7,Medium,Familiar,0.0,0.3,1.96,401567.33
5,9,3.74,12,Senior,1,1.18,Planning,0.88,3.58,Critical,Expert,0.04,0.32,4.83,836550.15
30,23,6.52,14,Senior,5,3.53,Execution,0.68,2.33,High,Familiar,0.0,0.78,8.61,1460109.56
22,26,10.0,19,Senior,4,0.74,Closure,0.9,2.06,Critical,New,0.0,0.79,6.31,2453206.33
27,28,10.0,22,Mixed,6,3.5,Initiation,0.68,4.42,Low,New,0.0,0.72,3.82,2908088.07
13,19,6.8,14,Senior,2,1.42,Execution,0.76,3.58,Medium,Expert,0.0,0.88,6.21,1198278.11
13,17,6.27,10,Mixed,2,3.64,Planning,0.6,5.79,Low,New,0.0,0.35,2.71,1093674.78
16,12,3.22,9,Mixed,2,1.42,Closure,0.7,4.98,Medium,Expert,0.0,0.41,3.76,1091350.58
12,17,7.08,11,Senior,4,0.26,Execution,0.62,2.83,Critical,Expert,0.04,0.43,4.45,747496.14
31,26,5.16,18,Junior,3,0.47,Closure,0.37,3.45,Low,Familiar,0.0,0.9,8.0,2391891.77
11,8,2.73,10,Expert,1,0.78,Monitoring,0.48,5.66,Medium,Expert,0.0,0.77,2.78,509238.66
25,23,7.58,12,Mixed,2,0.89,Closure,0.42,3.97,Critical,New,0.0,0.77,8.57,1354910.67
4,5,2.17,2,Junior,1,1.62,Monitoring,0.93,3.59,Low,Familiar,0.08,0.68,5.26,290464.52
23,20,4.69,15,Mixed,4,0.68,Closure,0.96,4.1,High,Expert,0.0,0.56,5.55,2021804.93
8,14,5.54,9,Mixed,2,2.94,Monitoring,0.7,3.08,Medium,Familiar,0.0,0.56,4.25,846484.15
